Date,Month,Year,Area,Civilian Labor Force,Employment,Unemployment,Unemployment Rate,State FIPS Code,Area FIPS Code
2011-01-26,1,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,178,206","2,983,767","194,439",6.1,11.0,47900.0
2011-01-27,1,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,178,206","2,983,767","194,439",6.1,11.0,47900.0
2011-01-28,1,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,178,206","2,983,767","194,439",6.1,11.0,47900.0
2011-01-29,1,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,178,206","2,983,767","194,439",6.1,11.0,47900.0
2011-01-30,1,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,178,206","2,983,767","194,439",6.1,11.0,47900.0
2011-01-31,1,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,178,206","2,983,767","194,439",6.1,11.0,47900.0
2011-02-01,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-02,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-03,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-04,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-05,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-06,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-07,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-08,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-09,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-10,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-11,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-12,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-13,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-14,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-15,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-16,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-17,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-18,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-19,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-20,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-21,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-22,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-23,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-24,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-25,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-26,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-27,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-02-28,2,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,181,662","2,988,139","193,523",6.1,11.0,47900.0
2011-03-01,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-02,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-03,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-04,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-05,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-06,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-07,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-08,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-09,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-10,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-11,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-12,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-13,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-14,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-15,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-16,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-17,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-18,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-19,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-20,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-21,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-22,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-23,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-24,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-25,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-26,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-27,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-28,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-29,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-30,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-03-31,3,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,187,194","2,993,042","194,152",6.1,11.0,47900.0
2011-04-01,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-02,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-03,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-04,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-05,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-06,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-07,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-08,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-09,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-10,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-11,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-12,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-13,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-14,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-15,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-16,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-17,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-18,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-19,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-20,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-21,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-22,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-23,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-24,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-25,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-26,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-27,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-28,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-29,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-04-30,4,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,584","2,994,990","195,594",6.1,11.0,47900.0
2011-05-01,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-02,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-03,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-04,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-05,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-06,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-07,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-08,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-09,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-10,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-11,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-12,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-13,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-14,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-15,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-16,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-17,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-18,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-19,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-20,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-21,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-22,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-23,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-24,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-25,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-26,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-27,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-28,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-29,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-30,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-05-31,5,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,190,415","2,993,508","196,907",6.2,11.0,47900.0
2011-06-01,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-02,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-03,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-04,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-05,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-06,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-07,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-08,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-09,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-10,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-11,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-12,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-13,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-14,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-15,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-16,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-17,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-18,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-19,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-20,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-21,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-22,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-23,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-24,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-25,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-26,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-27,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-28,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-29,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-06-30,6,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,193,361","2,995,391","197,970",6.2,11.0,47900.0
2011-07-01,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-02,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-03,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-04,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-05,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-06,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-07,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-08,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-09,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-10,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-11,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-12,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-13,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-14,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-15,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-16,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-17,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-18,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-19,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-20,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-21,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-22,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-23,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-24,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-25,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-26,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-27,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-28,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-29,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-30,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-07-31,7,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,200,915","3,002,757","198,158",6.2,11.0,47900.0
2011-08-01,8,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,209,207","3,009,664","199,543",6.2,11.0,47900.0
2011-08-02,8,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,209,207","3,009,664","199,543",6.2,11.0,47900.0
2011-08-03,8,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,209,207","3,009,664","199,543",6.2,11.0,47900.0
2011-08-04,8,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,209,207","3,009,664","199,543",6.2,11.0,47900.0
2011-08-05,8,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,209,207","3,009,664","199,543",6.2,11.0,47900.0
2011-08-06,8,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA","3,209,207","3,009,664","199,543",6.2,11.0,47900.0
